ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered
6.333,9.395,29.469,1251.197
6.101,9.390,29.466,1268.378
5.894,9.386,29.465,1283.328
5.725,9.382,29.466,1295.721
5.596,9.379,29.466,1305.658
5.502,9.377,29.468,1313.431
5.439,9.375,29.469,1319.315
5.399,9.374,29.472,1323.549
5.376,9.373,29.474,1326.326
5.368,9.373,29.476,1327.757
5.376,9.373,29.478,1327.949
5.393,9.374,29.478,1327.097
5.410,9.374,29.477,1325.399
5.416,9.375,29.476,1322.869
5.407,9.376,29.476,1319.305
5.383,9.378,29.479,1314.383
5.347,9.381,29.485,1307.752
5.306,9.384,29.495,1299.159
5.263,9.388,29.510,1288.545
5.220,9.394,29.528,1276.062
5.181,9.399,29.548,1262.103
5.148,9.405,29.571,1247.451
5.126,9.411,29.591,1233.522
5.113,9.415,29.607,1222.683
5.110,9.417,29.614,1217.798
5.115,9.416,29.611,1220.166
5.135,9.412,29.599,1228.075
5.177,9.408,29.582,1238.197
5.242,9.403,29.563,1247.672
5.327,9.399,29.544,1254.764
5.425,9.397,29.528,1258.754
5.526,9.395,29.515,1259.678
5.629,9.395,29.505,1258.069
5.735,9.395,29.496,1254.937
5.841,9.395,29.489,1251.980
5.934,9.395,29.482,1251.322
6.000,9.394,29.476,1254.290
6.031,9.391,29.469,1260.568
6.022,9.389,29.464,1268.953
5.974,9.386,29.462,1278.359
5.891,9.383,29.462,1287.959
5.784,9.381,29.463,1297.068
5.662,9.379,29.466,1305.195
5.536,9.377,29.470,1312.110
5.411,9.376,29.474,1317.784
5.295,9.375,29.477,1322.225
5.199,9.374,29.480,1325.369
5.137,9.374,29.483,1327.095
5.119,9.374,29.485,1327.301
5.152,9.374,29.485,1325.992
5.234,9.375,29.484,1323.330
5.358,9.376,29.482,1319.626
5.508,9.377,29.479,1315.299
5.666,9.378,29.475,1310.811
5.810,9.379,29.472,1306.623
5.921,9.380,29.468,1303.167
5.986,9.380,29.466,1300.765
6.001,9.381,29.464,1299.585
5.963,9.381,29.464,1299.665
5.879,9.380,29.463,1300.899
5.763,9.379,29.463,1303.024
5.630,9.378,29.462,1305.736
5.492,9.377,29.461,1308.836
5.354,9.376,29.461,1312.194
5.222,9.375,29.461,1315.630
5.108,9.374,29.461,1318.857
5.024,9.374,29.463,1321.497
4.980,9.374,29.464,1323.195
4.982,9.374,29.464,1323.757
5.024,9.374,29.464,1323.221
5.095,9.375,29.464,1321.857
5.183,9.376,29.465,1320.073
5.276,9.376,29.466,1318.269
5.365,9.377,29.468,1316.757
5.445,9.378,29.472,1315.698
5.516,9.378,29.476,1315.053
5.578,9.378,29.479,1314.663
5.631,9.378,29.482,1314.398
5.671,9.378,29.484,1314.235
5.695,9.378,29.485,1314.179
5.710,9.377,29.484,1314.114
5.721,9.377,29.483,1313.840
5.732,9.377,29.481,1313.300
5.743,9.377,29.479,1312.610
5.756,9.377,29.477,1311.808
5.776,9.377,29.477,1310.688
5.813,9.378,29.477,1308.912
5.872,9.379,29.479,1306.143
5.958,9.380,29.482,1302.065
6.069,9.383,29.488,1296.372
6.196,9.385,29.495,1288.855
6.324,9.389,29.505,1279.459
6.437,9.393,29.517,1268.219
6.516,9.398,29.531,1255.203
6.544,9.404,29.547,1240.581
6.513,9.410,29.564,1224.823
6.425,9.416,29.582,1209.018
6.288,9.421,29.598,1195.102
6.113,9.425,29.610,1185.888
5.915,9.426,29.614,1184.366
5.714,9.423,29.608,1191.745
5.532,9.417,29.593,1206.207
5.384,9.411,29.573,1224.360
5.275,9.403,29.552,1243.280
5.201,9.396,29.530,1261.085
5.154,9.390,29.510,1276.765
5.124,9.385,29.493,1289.903
5.102,9.381,29.479,1300.344
5.085,9.378,29.469,1308.044
5.074,9.376,29.463,1313.043
5.068,9.375,29.460,1315.371
5.068,9.376,29.461,1314.952
5.076,9.377,29.463,1311.639
5.096,9.379,29.468,1305.269
5.137,9.382,29.474,1295.732
5.209,9.386,29.480,1283.162
5.312,9.391,29.486,1268.157
5.443,9.397,29.493,1251.934
5.585,9.401,29.498,1236.446
5.718,9.405,29.502,1224.070
5.823,9.408,29.506,1216.386
5.894,9.409,29.508,1213.339
5.927,9.408,29.511,1214.093
5.926,9.407,29.513,1218.286
5.892,9.405,29.515,1226.507
5.820,9.401,29.515,1240.014
5.705,9.395,29.513,1259.500
5.550,9.388,29.509,1284.081
5.359,9.380,29.505,1311.871
5.147,9.371,29.501,1340.924
