ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered
9.352,9.638,30.235,622.990
9.399,9.638,30.231,622.641
9.459,9.638,30.229,622.392
9.520,9.638,30.228,622.282
9.577,9.638,30.228,622.334
9.631,9.638,30.230,622.552
9.683,9.638,30.233,622.908
9.732,9.638,30.237,623.353
9.773,9.639,30.240,623.841
9.797,9.639,30.244,624.349
9.800,9.639,30.249,624.851
9.782,9.640,30.254,625.291
9.748,9.640,30.259,625.598
9.703,9.640,30.264,625.738
9.644,9.641,30.268,625.758
9.569,9.641,30.273,625.749
9.481,9.642,30.278,625.776
9.391,9.642,30.282,625.842
9.312,9.642,30.284,625.893
9.253,9.642,30.283,625.864
9.218,9.642,30.278,625.703
9.207,9.642,30.270,625.377
9.222,9.641,30.260,624.876
9.266,9.641,30.248,624.228
9.337,9.640,30.234,623.480
9.429,9.639,30.221,622.683
9.536,9.638,30.207,621.891
9.650,9.637,30.196,621.176
9.766,9.637,30.187,620.616
9.878,9.636,30.183,620.253
9.978,9.636,30.182,620.083
10.057,9.636,30.185,620.070
10.108,9.636,30.190,620.174
10.128,9.636,30.198,620.356
10.115,9.637,30.208,620.581
10.072,9.637,30.218,620.824
10.003,9.638,30.229,621.081
9.916,9.638,30.240,621.352
9.825,9.639,30.250,621.639
9.743,9.639,30.258,621.939
9.680,9.640,30.264,622.242
9.640,9.640,30.266,622.523
9.618,9.640,30.264,622.748
9.609,9.640,30.260,622.882
9.611,9.640,30.254,622.892
9.626,9.640,30.247,622.753
9.654,9.639,30.239,622.484
9.688,9.639,30.233,622.157
9.722,9.639,30.229,621.864
9.754,9.638,30.228,621.669
9.787,9.638,30.229,621.593
9.822,9.638,30.232,621.619
9.857,9.638,30.237,621.719
9.893,9.638,30.243,621.865
9.927,9.638,30.248,622.025
9.956,9.638,30.251,622.172
9.979,9.637,30.252,622.298
9.988,9.637,30.250,622.415
9.982,9.636,30.247,622.546
9.959,9.636,30.242,622.715
9.922,9.636,30.238,622.938
9.875,9.635,30.235,623.206
9.825,9.635,30.232,623.482
9.775,9.636,30.231,623.743
9.728,9.636,30.233,623.994
9.684,9.636,30.235,624.239
9.649,9.637,30.239,624.448
9.630,9.637,30.243,624.569
9.638,9.638,30.247,624.561
9.673,9.638,30.250,624.408
9.728,9.638,30.252,624.128
9.792,9.638,30.254,623.766
9.854,9.638,30.255,623.370
9.907,9.638,30.255,622.976
9.951,9.638,30.255,622.618
9.987,9.638,30.255,622.328
10.016,9.638,30.255,622.128
10.037,9.639,30.256,622.013
10.047,9.639,30.257,621.967
10.047,9.639,30.257,621.967
10.040,9.639,30.257,621.986
10.028,9.640,30.256,621.998
10.017,9.640,30.254,621.980
10.014,9.639,30.249,621.918
10.022,9.639,30.243,621.808
10.039,9.638,30.236,621.678
10.061,9.638,30.228,621.578
10.080,9.637,30.222,621.556
10.093,9.636,30.218,621.637
10.101,9.636,30.216,621.827
10.105,9.636,30.216,622.116
10.109,9.636,30.218,622.473
10.122,9.636,30.220,622.843
10.148,9.636,30.222,623.184
10.186,9.637,30.224,623.494
10.231,9.637,30.227,623.790
10.279,9.638,30.231,624.082
10.329,9.638,30.235,624.369
10.380,9.639,30.239,624.632
10.430,9.639,30.243,624.835
10.479,9.639,30.247,624.949
10.519,9.639,30.249,624.967
10.542,9.639,30.250,624.894
10.540,9.639,30.249,624.740
10.510,9.639,30.248,624.543
10.450,9.639,30.247,624.375
10.362,9.639,30.247,624.321
10.248,9.639,30.248,624.443
10.113,9.640,30.251,624.769
9.964,9.640,30.255,625.283
9.811,9.640,30.259,625.925
9.668,9.640,30.263,626.600
9.546,9.640,30.265,627.201
9.455,9.640,30.267,627.653
9.400,9.640,30.268,627.969
9.377,9.639,30.269,628.218
9.381,9.639,30.271,628.434
9.410,9.639,30.274,628.566
9.465,9.639,30.276,628.515
9.544,9.639,30.276,628.192
9.643,9.638,30.274,627.547
9.755,9.638,30.268,626.599
9.870,9.638,30.260,625.453
9.979,9.637,30.251,624.263
10.078,9.637,30.243,623.171
10.168,9.637,30.236,622.262
10.247,9.637,30.232,621.556
10.316,9.637,30.228,621.039
10.370,9.637,30.224,620.688
10.405,9.637,30.221,620.480
10.419,9.637,30.217,620.383
10.415,9.636,30.213,620.359
10.393,9.636,30.208,620.377
10.357,9.636,30.203,620.418
10.308,9.636,30.200,620.482
10.251,9.636,30.198,620.586
10.187,9.635,30.199,620.756
10.123,9.635,30.201,621.016
10.065,9.635,30.205,621.385
10.018,9.635,30.210,621.864
9.982,9.635,30.217,622.422
9.954,9.636,30.224,623.007
9.935,9.636,30.229,623.545
9.922,9.636,30.234,623.956
9.916,9.636,30.236,624.189
9.910,9.636,30.237,624.242
9.904,9.636,30.236,624.135
9.898,9.636,30.234,623.871
9.893,9.636,30.231,623.469
9.885,9.636,30.228,623.000
9.871,9.636,30.225,622.557
9.849,9.637,30.223,622.205
9.820,9.637,30.221,621.984
9.787,9.637,30.222,621.927
9.754,9.638,30.224,622.061
9.726,9.638,30.227,622.389
9.709,9.639,30.232,622.879
9.707,9.639,30.237,623.479
9.721,9.639,30.242,624.128
9.752,9.639,30.247,624.762
9.801,9.639,30.252,625.303
9.864,9.639,30.257,625.683
9.933,9.639,30.262,625.877
9.996,9.638,30.265,625.905
10.043,9.638,30.268,625.811
10.067,9.638,30.270,625.646
10.070,9.638,30.271,625.435
10.054,9.638,30.271,625.172
10.026,9.638,30.270,624.844
9.993,9.638,30.269,624.484
9.958,9.638,30.267,624.151
9.928,9.638,30.266,623.879
9.910,9.639,30.266,623.654
9.910,9.639,30.265,623.446
9.924,9.640,30.263,623.239
9.946,9.640,30.260,623.031
9.974,9.640,30.256,622.821
10.003,9.640,30.250,622.617
10.034,9.639,30.243,622.420
10.063,9.639,30.236,622.229
10.089,9.638,30.230,622.051
10.108,9.638,30.226,621.918
10.117,9.638,30.225,621.874
10.117,9.638,30.227,621.936
10.113,9.638,30.231,622.082
10.112,9.638,30.237,622.255
10.125,9.638,30.242,622.385
10.157,9.638,30.244,622.422
10.204,9.637,30.244,622.363
10.250,9.637,30.241,622.231
10.282,9.636,30.235,622.039
10.288,9.636,30.227,621.768
10.263,9.635,30.217,621.398
10.209,9.635,30.206,620.958
10.138,9.635,30.195,620.538
10.060,9.634,30.187,620.243
9.983,9.634,30.183,620.145
9.908,9.635,30.183,620.266
9.836,9.635,30.187,620.576
9.769,9.636,30.192,620.995
9.713,9.636,30.199,621.417
9.671,9.637,30.204,621.766
9.642,9.637,30.208,622.052
9.621,9.638,30.212,622.339
9.603,9.638,30.217,622.685
9.584,9.638,30.222,623.110
9.561,9.639,30.228,623.597
9.536,9.639,30.235,624.102
9.513,9.640,30.241,624.553
9.501,9.640,30.245,624.853
9.511,9.640,30.247,624.925
9.545,9.640,30.246,624.745
9.603,9.639,30.242,624.355
9.673,9.639,30.237,623.837
9.742,9.639,30.232,623.280
9.801,9.638,30.228,622.749
9.847,9.638,30.225,622.282
9.883,9.638,30.224,621.885
9.917,9.638,30.222,621.543
9.954,9.637,30.221,621.239
9.992,9.637,30.220,620.967
10.027,9.637,30.219,620.730
10.053,9.636,30.218,620.523
10.067,9.636,30.216,620.356
10.065,9.636,30.215,620.250
10.045,9.636,30.214,620.225
10.006,9.636,30.214,620.276
9.949,9.636,30.213,620.373
9.881,9.636,30.211,620.478
9.812,9.636,30.208,620.557
9.754,9.636,30.205,620.589
9.712,9.636,30.202,620.585
9.687,9.636,30.200,620.600
9.671,9.636,30.200,620.705
9.658,9.637,30.203,620.954
9.640,9.637,30.208,621.359
9.616,9.637,30.216,621.879
9.587,9.638,30.224,622.433
9.562,9.638,30.232,622.921
9.550,9.639,30.239,623.255
9.553,9.639,30.243,623.379
9.573,9.639,30.246,623.287
9.608,9.639,30.248,623.026
9.653,9.638,30.248,622.663
9.706,9.638,30.247,622.262
9.764,9.638,30.246,621.886
9.822,9.637,30.244,621.601
9.874,9.637,30.243,621.462
9.914,9.637,30.244,621.503
9.935,9.637,30.246,621.722
9.937,9.638,30.250,622.095
9.920,9.638,30.253,622.585
9.885,9.638,30.255,623.134
9.839,9.639,30.256,623.651
9.789,9.639,30.255,624.024
9.740,9.639,30.252,624.179
9.687,9.639,30.247,624.116
9.629,9.639,30.242,623.878
9.569,9.638,30.236,623.496
9.517,9.638,30.231,622.989
9.492,9.637,30.225,622.367
9.511,9.636,30.220,621.646
9.583,9.635,30.214,620.846
9.711,9.634,30.209,619.987
9.893,9.633,30.205,619.076
10.124,9.631,30.202,618.107
10.387,9.630,30.199,617.102
