ph_value,status,do_value,temp_value,salinity_value
12.7,True,9.6,29.0,428.2
12.8,True,9.6,28.9,422.3
12.5,True,9.6,28.9,420.4
12.6,True,9.6,28.9,422.3
13.5,True,9.6,28.9,440.0
9.9,True,9.59,28.9,458.1
11.3,True,9.59,28.9,446.0
12.8,True,9.6,28.9,424.3
2.5,True,9.68,29.1,167.6
5.8,True,9.68,29.0,169.4
5.8,True,9.68,29.0,169.4
11.5,True,9.59,28.9,444.0
6.1,True,9.68,29.1,167.6
6.0,True,9.68,29.0,169.4
12.7,True,9.6,28.9,422.3
12.8,True,9.6,28.9,424.3
6.7,True,9.61,28.9,395.6
5.2,True,9.68,29.0,167.6
12.4,True,9.61,29.0,420.4
12.9,True,9.6,28.9,422.3
11.6,True,9.6,29.0,444.0
12.8,True,9.6,29.0,426.2
12.6,True,9.6,29.0,426.2
12.6,True,9.6,28.9,424.3
12.7,True,9.6,29.0,424.3
12.8,True,9.6,28.9,422.3
12.6,True,9.6,29.0,426.2
6.1,True,9.68,29.0,167.6
12.8,True,9.6,29.0,428.2
12.7,True,9.6,28.9,420.4
12.7,True,9.6,29.0,428.2
12.8,True,9.6,28.9,426.2
8.7,True,9.59,28.9,468.3
12.6,True,9.6,28.9,428.2
9.2,True,9.59,28.9,464.2
12.7,True,9.6,29.0,428.2
9.6,True,9.59,28.9,460.1
12.7,True,9.6,28.9,424.3
8.8,True,9.59,28.9,468.3
12.8,True,9.6,28.9,426.2
10.5,True,9.59,28.9,452.0
5.8,True,9.68,29.0,169.4
11.6,True,9.59,28.9,444.0
12.5,True,9.6,29.0,422.3
12.5,True,9.6,28.9,420.4
12.8,True,9.6,28.9,420.4
12.7,True,9.6,29.0,422.3
12.6,True,9.6,28.9,420.4
12.8,True,9.6,29.0,424.3
12.9,True,9.61,29.0,420.4
12.7,True,9.6,29.0,428.2
12.5,True,9.6,28.9,422.3
10.8,True,9.59,28.9,450.0
12.7,True,9.6,29.0,428.2
6.6,True,9.59,28.9,448.0
6.1,True,9.68,29.0,167.6
12.6,True,9.6,28.9,426.2
12.6,True,9.6,28.9,420.4
12.5,True,9.61,29.0,420.4
12.9,True,9.61,29.0,420.4
7.0,True,9.59,28.9,472.5
12.7,True,9.61,29.0,420.4
12.8,True,9.61,29.0,420.4
4.2,True,9.68,29.0,167.6
6.1,True,9.68,29.0,169.4
11.3,True,9.59,28.9,446.0
6.1,True,9.68,29.0,169.4
9.9,True,9.59,28.9,456.0
12.6,True,9.6,28.9,424.3
12.8,True,9.6,29.0,426.2
12.7,True,9.6,28.9,422.3
12.6,True,9.6,29.0,426.2
12.9,True,9.6,29.0,428.2
12.6,True,9.6,28.9,420.4
12.8,True,9.6,29.0,426.2
12.7,True,9.6,29.0,428.2
12.4,True,9.61,29.0,420.4
12.6,True,9.6,28.9,426.2
10.8,True,9.59,28.9,450.0
9.1,True,9.59,28.9,466.3
6.1,True,9.68,29.0,167.6
12.6,True,9.61,29.0,420.4
6.1,True,9.68,29.0,167.6
5.9,True,9.68,29.0,169.4
6.4,True,9.65,28.9,242.7
12.5,True,9.6,29.0,426.2
10.1,True,9.59,28.9,456.0
12.9,True,9.6,28.9,420.4
12.6,True,9.61,29.0,420.4
12.9,True,9.6,28.9,422.3
12.9,True,9.6,29.0,428.2
6.7,True,9.6,28.9,418.4
9.7,True,9.59,28.9,458.1
12.5,True,9.6,28.9,422.3
10.1,True,9.59,28.9,456.0
6.0,True,9.68,29.0,167.6
12.8,True,9.6,28.9,422.3
5.7,True,9.68,29.0,167.6
12.6,True,9.6,28.9,426.2
12.6,True,9.6,29.0,426.2
11.3,True,9.59,28.9,446.0
8.8,True,9.59,28.9,466.3
6.7,True,9.6,28.9,428.2
10.2,True,9.59,28.9,454.0
12.7,True,9.61,29.0,420.4
9.1,True,9.59,28.9,464.2
12.8,True,9.6,28.9,422.3
11.4,True,9.59,28.9,446.0
12.9,True,9.6,29.0,422.3
9.7,True,9.59,28.9,458.1
12.8,True,9.6,28.9,422.3
11.1,True,9.59,28.9,448.0
12.8,True,9.61,29.0,420.4
12.6,True,9.6,28.9,426.2
12.7,True,9.6,28.9,428.2
10.9,True,9.59,28.9,448.0
9.5,True,9.59,28.9,460.1
6.1,True,9.68,29.0,176.3
12.6,True,9.6,29.0,426.2
6.9,True,9.59,28.9,472.5
12.5,True,9.61,29.0,420.4
12.5,True,9.6,28.9,420.4
8.9,True,9.59,28.9,466.3
12.7,True,9.6,29.0,422.3
6.0,True,9.68,29.0,167.6
6.8,True,9.61,28.9,388.1
8.1,True,9.58,28.9,480.8
12.6,True,9.6,28.9,422.3
12.9,True,9.61,29.0,420.4
12.6,True,9.6,28.9,424.3
12.7,True,9.6,29.0,426.2
12.8,True,9.61,29.0,420.4
12.8,True,9.61,29.0,420.4
10.8,True,9.6,29.0,450.0
10.9,True,9.6,29.0,448.0
12.5,True,9.6,29.0,422.3
11.6,True,9.6,29.0,442.0
12.6,True,9.6,28.9,428.2
6.1,True,9.68,29.0,167.6
12.9,True,9.61,29.0,420.4
7.0,True,9.59,28.9,472.5
12.7,True,9.6,28.9,422.3
12.7,True,9.6,29.0,428.2
2.5,True,9.68,29.0,167.6
12.7,True,9.6,28.9,422.3
12.7,True,9.6,28.9,424.3
10.6,True,9.59,28.9,452.0
7.1,True,9.59,28.9,470.4
12.9,True,9.6,28.9,420.4
12.8,True,9.6,28.9,420.4
12.9,True,9.6,28.9,422.3
10.0,True,9.59,28.9,456.0
12.6,True,9.61,29.0,420.4
11.0,True,9.59,28.9,448.0
5.6,True,9.68,29.0,167.6
10.5,True,9.59,28.9,452.0
12.7,True,9.6,29.0,422.3
12.4,True,9.6,28.9,424.3
6.2,True,9.68,29.1,167.6
12.7,True,9.6,29.0,428.2
12.8,True,9.6,28.9,424.3
10.2,True,9.59,28.9,454.0
12.7,True,9.6,29.0,428.2
9.2,True,9.59,28.9,462.2
13.3,True,9.6,28.9,440.0
6.6,True,9.6,28.9,440.0
12.9,True,9.6,28.9,426.2
12.5,True,9.6,29.0,428.2
9.4,True,9.59,28.9,460.1
6.1,True,9.68,29.0,167.6
6.3,True,9.68,29.0,167.6
12.8,True,9.6,29.0,426.2
5.8,True,9.68,29.0,169.4
12.8,True,9.6,28.9,424.3
9.4,True,9.59,28.9,462.2
12.7,True,9.6,28.9,424.3
6.6,True,9.59,28.9,444.0
12.5,True,9.6,28.9,422.3
11.8,True,9.6,28.9,442.0
12.7,True,9.6,29.0,426.2
6.5,True,9.59,28.9,470.4
12.7,True,9.6,28.9,420.4
8.8,True,9.59,28.9,466.3
12.5,True,9.6,29.0,428.2
10.7,True,9.6,29.0,450.0
6.6,True,9.59,28.9,468.3
12.5,True,9.6,29.0,422.3
6.8,True,9.6,28.9,436.0
12.7,True,9.61,29.0,420.4
11.6,True,9.6,29.0,444.0
12.8,True,9.61,29.0,420.4
12.5,True,9.6,29.0,426.2
12.8,True,9.6,29.0,422.3
12.6,True,9.61,29.0,420.4
12.4,True,9.61,29.0,420.4
12.8,True,9.6,28.9,420.4
12.5,True,9.6,28.9,420.4
12.7,True,9.6,28.9,424.3
12.7,True,9.6,28.9,422.3
6.6,True,9.6,28.9,438.0
12.5,True,9.6,28.9,420.4
9.8,True,9.59,28.9,458.1
12.8,True,9.6,29.0,428.2
12.5,True,9.6,28.9,420.4
8.6,True,9.59,28.9,470.4
10.3,True,9.59,28.9,454.0
12.6,True,9.6,29.0,426.2
12.8,True,9.6,29.0,422.3
12.7,True,9.6,29.0,426.2
8.1,True,9.58,28.9,476.6
12.8,True,9.6,28.9,424.3
12.5,True,9.6,28.9,420.4
12.7,True,9.61,29.0,420.4
12.6,True,9.6,29.0,426.2
12.5,True,9.6,28.9,422.3
12.6,True,9.6,29.0,422.3
10.9,True,9.59,28.9,448.0
12.8,True,9.6,29.0,428.2
12.4,True,9.61,29.0,420.4
12.5,True,9.61,29.0,420.4
12.8,True,9.6,29.0,422.3
6.0,True,9.68,29.0,169.4
11.1,True,9.59,28.9,448.0
12.9,True,9.6,29.0,428.2
5.8,True,9.68,29.0,169.4
8.3,True,9.58,28.9,482.9
8.4,True,9.59,28.9,474.5
12.5,True,9.6,29.0,426.2
9.4,True,9.59,28.9,462.2
12.7,True,9.6,29.0,424.3
12.6,True,9.6,28.9,428.2
6.0,True,9.68,29.0,169.4
12.9,True,9.61,29.0,420.4
6.9,True,9.61,28.9,375.1
8.1,True,9.58,28.9,478.7
6.7,True,9.6,28.9,410.8
11.9,True,9.6,28.9,442.0
12.8,True,9.61,29.0,420.4
11.2,True,9.59,28.9,446.0
14.1,True,9.6,29.0,440.0
12.4,True,9.61,29.0,420.4
9.6,True,9.59,28.9,460.1
7.1,True,9.59,28.9,472.5
11.7,True,9.59,28.9,444.0
12.7,True,9.61,29.0,420.4
12.6,True,9.61,29.0,420.4
5.8,True,9.68,29.0,169.4
12.8,True,9.6,29.0,426.2
13.0,True,9.6,28.9,424.3
12.9,True,9.61,29.0,420.4
12.5,True,9.61,29.0,420.4
12.8,True,9.61,29.0,420.4
8.4,True,9.59,28.9,472.5
8.4,True,9.59,28.9,474.5
5.8,True,9.68,29.0,169.4
12.9,True,9.6,28.9,422.3
8.5,True,9.59,28.9,472.5
12.7,True,9.6,28.9,422.3
11.6,True,9.6,29.0,444.0
12.7,True,9.6,28.9,420.4
12.8,True,9.6,28.9,424.3
12.8,True,9.61,29.0,420.4
9.0,True,9.59,28.9,466.3
12.8,True,9.6,28.9,428.2
12.4,True,9.61,29.0,420.4
7.3,True,9.59,28.9,470.4
12.7,True,9.6,28.9,424.3
9.4,True,9.59,28.9,460.1
12.7,True,9.6,29.0,442.0
12.8,True,9.61,29.0,420.4
12.8,True,9.61,29.0,420.4
12.6,True,9.6,29.0,428.2
5.4,True,9.68,29.0,167.6
12.7,True,9.6,29.0,428.2
6.0,True,9.68,29.0,169.4
6.1,True,9.68,29.0,167.6
11.8,True,9.6,28.9,442.0
6.6,True,9.6,28.9,436.0
10.7,True,9.6,29.0,450.0
6.8,True,9.61,28.9,390.0
7.4,True,9.59,28.9,470.4
7.1,True,9.59,28.9,474.5
6.7,True,9.61,28.9,403.1
6.4,True,9.63,28.9,319.8
11.7,True,9.6,28.9,442.0
12.5,True,9.6,28.9,422.3
12.6,True,9.6,29.0,428.2
6.1,True,9.68,29.0,167.6
13.0,True,9.6,28.9,422.3
12.7,True,9.6,29.0,428.2
13.5,True,9.6,28.9,440.0
12.7,True,9.6,29.0,426.2
12.6,True,9.6,29.0,426.2
5.6,True,9.68,29.0,167.6
12.4,True,9.61,29.0,420.4
11.9,True,9.6,29.0,442.0
12.8,True,9.6,28.9,424.3
5.8,True,9.68,29.0,169.4
12.6,True,9.6,28.9,424.3
12.7,True,9.6,28.9,428.2
12.6,True,9.6,29.0,428.2
6.6,True,9.59,28.9,460.1
7.2,True,9.59,28.9,470.4
6.1,True,9.68,29.0,167.6
8.4,True,9.59,28.9,472.5
12.7,True,9.6,29.0,428.2
12.9,True,9.6,28.9,422.3
7.2,True,9.59,28.9,472.5
13.0,True,9.6,29.0,426.2
5.9,True,9.68,29.0,169.4
9.8,True,9.59,28.9,458.1
11.7,True,9.6,28.9,442.0
13.0,True,9.6,28.9,422.3
11.9,True,9.6,28.9,442.0
12.6,True,9.6,29.0,424.3
12.9,True,9.61,29.0,420.4
12.7,True,9.6,28.9,428.2
12.8,True,9.6,28.9,424.3
10.6,True,9.59,28.9,452.0
11.7,True,9.59,28.9,444.0
12.7,True,9.6,28.9,422.3
12.7,True,9.6,29.0,428.2
12.7,True,9.6,28.9,424.3
6.7,True,9.6,28.9,424.3
12.8,True,9.6,28.9,424.3
11.6,True,9.6,28.9,442.0
12.7,True,9.6,28.9,424.3
12.5,True,9.6,29.0,422.3
12.7,True,9.6,28.9,422.3
6.7,True,9.61,28.9,393.7
12.7,True,9.61,29.0,420.4
10.5,True,9.59,28.9,452.0
13.0,True,9.6,29.0,426.2
12.9,True,9.6,28.9,422.3
11.4,True,9.59,28.9,446.0
12.9,True,9.6,28.9,424.3
5.8,True,9.68,29.0,169.4
6.8,True,9.61,28.9,391.8
5.9,True,9.68,29.0,167.6
12.6,True,9.6,29.0,424.3
6.6,True,9.62,28.9,358.8
12.5,True,9.6,29.0,424.3
12.8,True,9.6,28.9,422.3
12.4,True,9.61,29.0,420.4
6.0,True,9.68,29.0,169.4
13.0,True,9.6,29.0,428.2
10.2,True,9.59,28.9,454.0
12.8,True,9.6,29.0,428.2
12.8,True,9.6,29.0,422.3
10.5,True,9.59,28.9,452.0
10.7,True,9.59,28.9,450.0
12.4,True,9.61,29.0,420.4
8.7,True,9.59,28.9,468.3
6.7,True,9.61,28.9,397.5
8.1,True,9.58,28.9,476.6
6.8,True,9.61,28.9,393.7
11.7,True,9.6,28.9,442.0
12.8,True,9.6,29.0,422.3
6.5,True,9.59,28.9,450.0
12.8,True,9.61,29.0,420.4
11.0,True,9.59,28.9,448.0
7.1,True,9.59,28.9,470.4
12.7,True,9.61,29.0,420.4
6.1,True,9.68,29.0,167.6
7.5,True,9.59,28.9,470.4
8.1,True,9.58,28.9,480.8
12.6,True,9.6,28.9,426.2
6.5,True,9.6,28.9,442.0
12.5,True,9.61,29.0,420.4
6.1,True,9.68,29.0,169.4
12.6,True,9.6,28.9,422.3
12.9,True,9.6,29.0,428.2
11.6,True,9.59,28.9,444.0
8.3,True,9.58,28.9,482.9
12.8,True,9.61,29.0,420.4
12.7,True,9.6,28.9,424.3
11.4,True,9.59,28.9,446.0
7.0,True,9.59,28.9,472.5
12.9,True,9.6,29.0,428.2
6.6,True,9.59,28.9,450.0
8.6,True,9.59,28.9,468.3
7.0,True,9.59,28.9,472.5
12.6,True,9.6,29.0,426.2
12.8,True,9.6,29.0,428.2
8.8,True,9.59,28.9,468.3
12.6,True,9.61,29.0,420.4
8.9,True,9.59,28.9,466.3
12.9,True,9.6,29.0,436.0
8.5,True,9.59,28.9,472.5
13.4,True,9.6,29.0,440.0
6.6,True,9.59,28.9,470.4
12.7,True,9.61,29.0,420.4
