ph_value,do_value,temp_value,salinity_value
5.3,9.37,29.5,1340.1
4.2,9.37,29.5,1350.5
6.3,9.39,29.5,1279.4
4.7,9.37,29.4,1314.5
4.7,9.36,29.5,1355.7
5.6,9.36,29.4,1350.5
7.5,9.38,29.4,1284.4
6.5,9.38,29.4,1274.5
7.5,9.38,29.4,1279.4
8.0,9.39,29.5,1284.4
4.8,9.37,29.5,1345.3
6.2,9.38,29.5,1319.6
7.0,9.38,29.4,1279.4
7.9,9.38,29.4,1284.4
5.0,9.36,29.5,1371.4
6.8,9.39,29.5,1274.5
6.7,9.39,29.5,1274.5
4.5,9.37,29.5,1345.3
4.9,9.36,29.5,1371.4
4.4,9.37,29.5,1345.3
4.5,9.37,29.4,1335.0
4.3,9.37,29.5,1345.3
8.4,9.38,29.4,1284.4
9.4,9.59,29.8,645.6
4.6,9.36,29.4,1345.3
6.5,9.38,29.4,1274.5
4.6,9.36,29.4,1345.3
5.7,9.38,29.5,1314.5
3.9,9.37,29.6,1360.9
4.3,9.37,29.5,1350.5
4.7,9.37,29.5,1345.3
5.0,9.36,29.5,1371.4
4.9,9.36,29.5,1371.4
4.3,9.37,29.5,1345.3
7.7,9.39,29.5,1284.4
6.3,9.38,29.4,1284.4
6.3,9.38,29.5,1289.3
4.4,9.37,29.6,1360.9
4.4,9.37,29.5,1345.3
7.2,9.38,29.4,1274.5
6.5,9.38,29.4,1274.5
5.7,9.38,29.5,1314.5
4.8,9.38,29.4,1299.4
3.5,9.36,29.5,1360.9
4.9,9.36,29.5,1371.4
4.8,9.37,29.5,1345.3
4.7,9.36,29.4,1345.3
9.6,9.59,29.8,645.6
6.8,9.38,29.4,1274.5
4.3,9.37,29.5,1345.3
5.0,9.37,29.5,1345.3
4.4,9.37,29.5,1345.3
7.4,9.38,29.4,1274.5
4.7,9.37,29.5,1345.3
6.2,9.38,29.4,1294.3
4.9,9.37,29.4,1340.1
5.9,9.38,29.5,1299.4
5.0,9.37,29.5,1350.5
5.8,9.38,29.5,1319.6
4.6,9.36,29.4,1345.3
3.9,9.37,29.5,1345.3
6.7,9.38,29.4,1289.3
4.2,9.37,29.5,1345.3
5.2,9.37,29.5,1329.8
6.7,9.38,29.4,1274.5
4.6,9.37,29.4,1329.8
5.0,9.37,29.4,1309.4
6.0,9.38,29.4,1299.4
9.6,9.58,29.7,650.9
4.4,9.37,29.5,1345.3
4.8,9.37,29.4,1324.7
4.4,9.37,29.5,1345.3
7.9,9.39,29.5,1274.5
5.4,9.38,29.4,1299.4
6.5,9.38,29.5,1294.3
6.2,9.38,29.4,1289.3
4.3,9.37,29.5,1345.3
7.7,9.38,29.4,1284.4
8.0,9.38,29.4,1274.5
5.2,9.36,29.5,1371.4
7.8,9.39,29.5,1279.4
4.4,9.37,29.6,1355.7
3.4,9.37,29.5,1340.1
7.6,9.38,29.4,1279.4
6.9,9.38,29.4,1274.5
7.9,9.38,29.4,1279.4
4.3,9.37,29.5,1345.3
4.7,9.37,29.4,1324.7
5.4,9.37,29.5,1350.5
6.1,9.38,29.4,1274.5
3.6,9.38,29.6,1329.8
6.3,9.38,29.4,1274.5
5.0,9.37,29.5,1345.3
7.9,9.38,29.4,1284.4
4.8,9.37,29.5,1329.8
5.5,9.37,29.4,1314.5
4.8,9.37,29.5,1340.1
6.0,9.38,29.4,1294.3
5.0,9.37,29.4,1329.8
4.5,9.36,29.5,1376.7
6.9,9.39,29.5,1284.4
6.3,9.39,29.5,1284.4
4.8,9.36,29.5,1371.4
6.3,9.39,29.5,1279.4
5.5,9.37,29.5,1350.5
6.0,9.37,29.5,1329.8
7.4,9.38,29.4,1279.4
4.9,9.37,29.4,1324.7
10.6,9.39,29.6,1284.4
4.6,9.37,29.5,1345.3
7.4,9.39,29.5,1274.5
5.0,9.36,29.5,1371.4
6.6,9.38,29.4,1284.4
6.1,9.37,29.4,1314.5
4.6,9.37,29.5,1329.8
4.3,9.37,29.5,1345.3
9.9,9.38,29.5,1299.4
4.3,9.37,29.5,1350.5
5.5,9.37,29.4,1329.8
4.3,9.37,29.4,1329.8
4.5,9.36,29.4,1350.5
4.6,9.37,29.5,1340.1
5.1,9.37,29.4,1340.1
4.4,9.37,29.5,1345.3
4.9,9.36,29.5,1371.4
4.8,9.37,29.4,1324.7
4.8,9.37,29.5,1329.8
10.1,9.38,29.5,1294.3
9.9,9.58,29.6,650.9
5.9,9.38,29.4,1299.4
5.4,9.38,29.4,1299.4
9.6,9.61,29.8,597.0
6.0,9.38,29.4,1299.4
4.8,9.37,29.5,1329.8
6.5,9.39,29.5,1274.5
5.9,9.39,29.5,1269.5
4.7,9.37,29.4,1329.8
6.3,9.39,29.5,1274.5
5.9,9.39,29.5,1279.4
6.3,9.39,29.5,1284.4
5.3,9.37,29.5,1345.3
4.5,9.36,29.4,1345.3
4.6,9.36,29.4,1345.3
6.3,9.38,29.4,1279.4
4.4,9.37,29.4,1324.7
6.7,9.39,29.5,1274.5
4.2,9.37,29.5,1350.5
5.6,9.38,29.5,1314.5
4.9,9.36,29.5,1366.2
4.6,9.37,29.4,1309.4
9.5,9.39,29.6,1299.4
4.3,9.37,29.5,1345.3
7.6,9.38,29.4,1284.4
4.4,9.37,29.5,1345.3
6.7,9.38,29.4,1279.4
7.2,9.38,29.4,1284.4
6.2,9.39,29.5,1279.4
5.5,9.38,29.4,1299.4
4.6,9.36,29.4,1345.3
5.3,9.37,29.5,1340.1
6.9,9.38,29.4,1274.5
5.3,9.37,29.5,1345.3
4.8,9.36,29.5,1376.7
5.6,9.38,29.5,1299.4
5.3,9.37,29.5,1350.5
6.3,9.38,29.5,1289.3
5.0,9.37,29.4,1324.7
7.1,9.38,29.4,1274.5
4.0,9.37,29.5,1345.3
5.9,9.38,29.5,1299.4
4.6,9.37,29.5,1345.3
3.7,9.37,29.6,1350.5
6.2,9.38,29.4,1299.4
6.3,9.38,29.4,1289.3
6.2,9.39,29.5,1274.5
6.2,9.39,29.5,1279.4
6.5,9.39,29.5,1274.5
4.6,9.37,29.5,1345.3
7.7,9.39,29.5,1284.4
7.0,9.38,29.4,1284.4
10.8,9.39,29.6,1289.3
5.2,9.37,29.5,1345.3
5.3,9.37,29.5,1345.3
5.9,9.38,29.4,1299.4
4.8,9.37,29.4,1319.6
7.6,9.38,29.4,1274.5
6.3,9.39,29.5,1279.4
5.3,9.37,29.5,1340.1
6.3,9.39,29.5,1279.4
7.0,9.38,29.4,1274.5
5.0,9.37,29.4,1324.7
4.4,9.37,29.4,1340.1
9.9,9.49,29.5,927.5
9.6,9.76,30.3,229.2
5.2,9.37,29.5,1345.3
4.9,9.38,29.5,1299.4
5.2,9.37,29.5,1345.3
4.9,9.38,29.5,1314.5
4.6,9.37,29.6,1350.5
7.9,9.38,29.4,1284.4
6.0,9.38,29.4,1294.3
7.5,9.38,29.4,1279.4
4.9,9.36,29.5,1371.4
4.8,9.37,29.5,1345.3
5.9,9.38,29.5,1299.4
4.8,9.36,29.5,1376.7
4.8,9.37,29.4,1329.8
5.0,9.38,29.4,1299.4
9.2,9.58,29.7,650.9
5.8,9.39,29.5,1284.4
4.8,9.36,29.5,1371.4
7.4,9.38,29.4,1274.5
8.1,9.38,29.4,1284.4
4.1,9.37,29.6,1350.5
4.7,9.38,29.4,1299.4
9.1,9.72,29.9,246.1
5.0,9.37,29.5,1345.3
10.2,9.58,29.7,650.9
6.2,9.38,29.5,1294.3
4.4,9.37,29.5,1345.3
7.1,9.38,29.4,1284.4
5.0,9.36,29.5,1371.4
4.9,9.37,29.4,1335.0
4.4,9.37,29.5,1345.3
7.4,9.39,29.5,1284.4
6.6,9.39,29.5,1274.5
5.3,9.37,29.5,1350.5
4.5,9.37,29.5,1335.0
4.9,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
4.6,9.37,29.5,1335.0
4.8,9.37,29.4,1324.7
4.6,9.38,29.4,1299.4
4.3,9.37,29.5,1345.3
5.3,9.37,29.4,1324.7
7.4,9.38,29.4,1279.4
5.7,9.37,29.4,1324.7
7.1,9.38,29.4,1274.5
5.9,9.38,29.5,1299.4
4.8,9.37,29.4,1324.7
4.3,9.37,29.5,1345.3
4.8,9.38,29.5,1314.5
4.1,9.37,29.5,1350.5
5.5,9.37,29.5,1345.3
4.6,9.37,29.5,1345.3
6.3,9.38,29.4,1289.3
5.9,9.38,29.4,1299.4
5.2,9.36,29.4,1350.5
7.5,9.39,29.5,1279.4
4.5,9.37,29.5,1345.3
5.1,9.38,29.5,1319.6
5.9,9.38,29.5,1289.3
4.7,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
10.2,9.57,29.5,650.9
7.6,9.39,29.5,1284.4
7.5,9.38,29.4,1284.4
6.3,9.38,29.4,1289.3
4.5,9.37,29.5,1345.3
4.6,9.38,29.4,1299.4
5.3,9.37,29.5,1345.3
5.0,9.38,29.5,1319.6
4.6,9.36,29.4,1345.3
5.9,9.38,29.4,1299.4
6.0,9.38,29.4,1294.3
6.5,9.38,29.4,1294.3
4.8,9.37,29.5,1324.7
6.6,9.39,29.5,1274.5
6.3,9.39,29.5,1279.4
6.2,9.38,29.4,1294.3
4.7,9.37,29.4,1329.8
5.7,9.38,29.5,1314.5
4.3,9.37,29.4,1329.8
7.2,9.39,29.5,1284.4
5.7,9.37,29.5,1345.3
5.1,9.37,29.5,1324.7
7.4,9.38,29.4,1279.4
5.1,9.37,29.4,1329.8
4.3,9.37,29.5,1345.3
4.8,9.37,29.5,1335.0
5.9,9.38,29.4,1299.4
5.9,9.38,29.4,1299.4
6.2,9.38,29.4,1274.5
4.8,9.37,29.5,1345.3
6.0,9.38,29.4,1279.4
4.7,9.37,29.5,1324.7
5.2,9.37,29.5,1340.1
5.7,9.37,29.4,1319.6
5.9,9.38,29.5,1304.4
7.9,9.38,29.4,1284.4
6.3,9.39,29.5,1279.4
6.5,9.38,29.4,1274.5
9.9,9.38,29.5,1294.3
3.5,9.36,29.5,1360.9
6.2,9.38,29.5,1294.3
6.4,9.39,29.5,1274.5
4.6,9.37,29.5,1345.3
4.5,9.37,29.5,1340.1
5.9,9.38,29.5,1299.4
6.0,9.38,29.4,1299.4
6.3,9.38,29.4,1289.3
9.6,9.8,30.8,213.9
4.5,9.37,29.5,1345.3
5.3,9.37,29.4,1335.0
5.7,9.38,29.5,1314.5
5.2,9.37,29.4,1324.7
6.3,9.38,29.4,1279.4
4.8,9.37,29.5,1340.1
4.7,9.37,29.4,1329.8
4.9,9.37,29.5,1350.5
3.7,9.39,29.6,1299.4
5.7,9.38,29.5,1314.5
7.5,9.8,30.7,212.2
8.0,9.38,29.4,1274.5
7.2,9.38,29.4,1284.4
4.9,9.36,29.5,1371.4
4.4,9.37,29.5,1345.3
4.5,9.37,29.4,1340.1
4.1,9.37,29.5,1345.3
6.3,9.38,29.4,1274.5
4.4,9.37,29.5,1345.3
6.7,9.39,29.5,1274.5
5.9,9.38,29.4,1299.4
5.9,9.38,29.4,1299.4
7.7,9.38,29.4,1274.5
5.7,9.38,29.5,1314.5
6.4,9.39,29.5,1279.4
4.0,9.37,29.5,1345.3
10.4,9.58,29.6,650.9
6.3,9.39,29.5,1279.4
5.7,9.37,29.5,1340.1
6.3,9.39,29.5,1279.4
5.8,9.38,29.5,1314.5
7.0,9.38,29.4,1284.4
6.7,9.38,29.4,1274.5
4.6,9.37,29.5,1345.3
3.9,9.37,29.5,1345.3
6.2,9.38,29.4,1284.4
5.9,9.38,29.5,1299.4
6.2,9.38,29.4,1294.3
4.4,9.37,29.5,1350.5
7.8,9.38,29.4,1279.4
7.4,9.39,29.5,1284.4
4.4,9.37,29.4,1329.8
4.4,9.37,29.5,1345.3
6.2,9.38,29.4,1294.3
4.6,9.38,29.4,1299.4
4.9,9.36,29.5,1371.4
4.3,9.37,29.5,1345.3
6.2,9.39,29.5,1279.4
9.3,9.59,29.8,645.6
5.0,9.37,29.5,1329.8
4.8,9.36,29.5,1371.4
7.1,9.38,29.4,1274.5
5.5,9.37,29.5,1350.5
4.4,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
4.4,9.37,29.5,1345.3
7.1,9.38,29.4,1274.5
4.5,9.37,29.5,1345.3
6.8,9.38,29.4,1274.5
5.2,9.37,29.5,1329.8
7.1,9.39,29.5,1274.5
7.9,9.38,29.4,1279.4
6.5,9.39,29.5,1274.5
3.8,9.37,29.5,1350.5
5.3,9.37,29.5,1350.5
6.2,9.39,29.5,1279.4
4.8,9.37,29.6,1345.3
6.8,9.38,29.4,1279.4
4.4,9.37,29.5,1345.3
6.9,9.38,29.4,1274.5
4.3,9.37,29.5,1345.3
4.6,9.37,29.5,1345.3
4.2,9.37,29.4,1335.0
5.0,9.38,29.5,1319.6
5.0,9.37,29.4,1314.5
4.6,9.37,29.5,1345.3
9.4,9.73,30.1,244.4
7.5,9.39,29.5,1279.4
5.9,9.38,29.5,1294.3
5.8,9.38,29.5,1314.5
6.3,9.39,29.5,1279.4
8.1,9.38,29.4,1284.4
7.0,9.38,29.4,1274.5
4.4,9.36,29.5,1371.4
4.2,9.37,29.5,1345.3
4.9,9.36,29.5,1371.4
6.1,9.38,29.4,1274.5
4.9,9.36,29.5,1376.7
7.5,9.8,30.7,212.2
5.7,9.37,29.4,1314.5
4.4,9.37,29.5,1345.3
4.7,9.37,29.5,1350.5
4.4,9.37,29.5,1345.3
4.4,9.37,29.5,1345.3
4.9,9.37,29.4,1329.8
7.2,9.39,29.5,1284.4
6.1,9.37,29.4,1314.5
7.3,9.39,29.5,1284.4
6.2,9.38,29.4,1289.3
6.4,9.39,29.5,1274.5
6.2,9.38,29.4,1284.4
4.6,9.37,29.5,1345.3
4.4,9.36,29.5,1360.9
4.7,9.37,29.4,1335.0
4.4,9.37,29.5,1345.3
5.0,9.37,29.4,1309.4
4.6,9.37,29.5,1345.3
7.0,9.38,29.4,1274.5
4.4,9.37,29.5,1345.3
5.6,9.37,29.5,1350.5
5.9,9.38,29.5,1299.4
4.8,9.37,29.5,1335.0
4.6,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
7.4,9.39,29.5,1279.4
4.3,9.37,29.5,1345.3
6.8,9.38,29.4,1279.4
5.9,9.38,29.4,1299.4
4.4,9.37,29.4,1324.7
3.9,9.37,29.5,1345.3
7.6,9.38,29.4,1274.5
6.3,9.38,29.4,1289.3
4.3,9.37,29.5,1345.3
5.0,9.38,29.5,1309.4
7.4,9.39,29.5,1284.4
5.9,9.38,29.4,1299.4
5.9,9.38,29.4,1289.3
5.3,9.37,29.5,1350.5
5.2,9.36,29.4,1371.4
6.4,9.39,29.5,1274.5
6.3,9.38,29.4,1279.4
5.8,9.37,29.4,1314.5
4.9,9.36,29.5,1371.4
5.2,9.37,29.5,1345.3
6.3,9.38,29.4,1279.4
4.7,9.36,29.5,1366.2
5.3,9.37,29.5,1324.7
7.1,9.39,29.5,1274.5
4.3,9.37,29.5,1345.3
4.2,9.39,29.6,1299.4
4.9,9.37,29.4,1324.7
4.8,9.36,29.5,1371.4
5.6,9.37,29.5,1345.3
6.2,9.38,29.4,1284.4
6.4,9.38,29.4,1274.5
7.1,9.38,29.4,1274.5
4.3,9.37,29.5,1345.3
3.8,9.36,29.5,1355.7
4.6,9.36,29.4,1350.5
6.3,9.39,29.5,1274.5
6.3,9.39,29.5,1284.4
4.7,9.37,29.5,1345.3
5.2,9.37,29.4,1309.4
4.5,9.38,29.4,1304.4
4.6,9.36,29.4,1345.3
6.3,9.39,29.5,1279.4
6.3,9.38,29.4,1289.3
8.1,9.38,29.4,1279.4
6.7,9.39,29.5,1274.5
6.2,9.39,29.5,1279.4
7.2,9.38,29.4,1274.5
4.9,9.37,29.5,1345.3
7.0,9.39,29.5,1279.4
4.3,9.37,29.5,1345.3
6.6,9.38,29.4,1279.4
9.6,9.58,29.6,650.9
6.1,9.38,29.5,1314.5
6.7,9.39,29.5,1274.5
6.7,9.39,29.5,1274.5
6.6,9.38,29.4,1274.5
5.0,9.37,29.5,1350.5
7.9,9.38,29.4,1279.4
4.4,9.37,29.5,1345.3
5.7,9.38,29.4,1294.3
7.9,9.38,29.4,1284.4
6.3,9.38,29.4,1284.4
6.4,9.38,29.4,1289.3
7.5,9.38,29.4,1279.4
5.8,9.38,29.4,1299.4
6.1,9.38,29.5,1294.3
4.4,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
6.8,9.39,29.5,1279.4
6.3,9.39,29.5,1279.4
5.2,9.37,29.4,1324.7
9.5,9.72,29.9,246.1
7.2,9.38,29.4,1284.4
8.0,9.38,29.4,1284.4
7.5,9.38,29.4,1274.5
9.7,9.38,29.5,1294.3
5.9,9.38,29.4,1299.4
5.3,9.37,29.5,1350.5
6.2,9.39,29.5,1274.5
6.7,9.38,29.4,1274.5
4.3,9.37,29.4,1329.8
4.3,9.37,29.5,1345.3
4.8,9.38,29.5,1314.5
5.2,9.37,29.5,1340.1
5.3,9.37,29.4,1324.7
9.6,9.58,29.6,650.9
6.7,9.39,29.5,1274.5
4.9,9.38,29.5,1314.5
4.3,9.37,29.4,1340.1
4.7,9.36,29.5,1371.4
7.9,9.38,29.4,1279.4
6.0,9.38,29.4,1294.3
6.6,9.38,29.5,1289.3
5.0,9.37,29.5,1335.0
4.9,9.36,29.5,1376.7
4.4,9.37,29.5,1345.3
7.6,9.39,29.5,1279.4
4.2,9.37,29.6,1350.5
7.3,9.38,29.4,1284.4
4.5,9.36,29.5,1376.7
3.5,9.36,29.5,1360.9
4.9,9.37,29.4,1329.8
5.5,9.37,29.5,1350.5
9.1,9.58,29.7,650.9
4.8,9.36,29.4,1350.5
6.2,9.39,29.5,1284.4
6.3,9.39,29.5,1284.4
6.1,9.38,29.4,1294.3
4.7,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
7.5,9.38,29.4,1279.4
4.4,9.37,29.5,1350.5
4.3,9.37,29.5,1345.3
4.9,9.37,29.5,1324.7
4.8,9.36,29.5,1371.4
5.7,9.37,29.4,1314.5
5.7,9.37,29.4,1314.5
4.3,9.37,29.5,1345.3
6.4,9.39,29.4,1269.5
7.4,9.39,29.5,1279.4
4.3,9.37,29.5,1345.3
4.2,9.37,29.5,1350.5
7.5,9.38,29.4,1279.4
6.0,9.38,29.4,1294.3
4.6,9.37,29.5,1350.5
4.7,9.36,29.5,1376.7
4.7,9.37,29.5,1345.3
4.5,9.37,29.4,1309.4
5.2,9.36,29.5,1376.7
4.3,9.37,29.5,1345.3
4.8,9.36,29.5,1376.7
5.9,9.38,29.5,1299.4
7.8,9.8,30.7,212.2
4.5,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
4.4,9.37,29.5,1345.3
5.2,9.36,29.5,1366.2
4.6,9.37,29.4,1335.0
5.2,9.36,29.5,1366.2
4.7,9.37,29.4,1329.8
3.9,9.37,29.5,1345.3
6.7,9.39,29.5,1274.5
6.3,9.38,29.5,1289.3
7.3,9.38,29.4,1279.4
4.3,9.37,29.5,1345.3
4.6,9.36,29.4,1345.3
4.9,9.37,29.5,1329.8
4.3,9.37,29.5,1345.3
4.3,9.37,29.6,1345.3
4.8,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
8.0,9.39,29.5,1279.4
9.5,9.58,29.7,650.9
4.9,9.36,29.5,1376.7
6.6,9.39,29.5,1274.5
4.4,9.37,29.5,1345.3
7.0,9.39,29.5,1274.5
4.5,9.36,29.4,1345.3
6.0,9.38,29.4,1299.4
7.6,9.38,29.4,1279.4
5.9,9.38,29.4,1299.4
6.6,9.38,29.4,1274.5
4.7,9.37,29.5,1340.1
4.8,9.36,29.5,1371.4
7.4,9.38,29.4,1279.4
5.9,9.38,29.5,1299.4
4.5,9.37,29.5,1340.1
7.4,9.39,29.5,1274.5
4.7,9.36,29.5,1360.9
4.8,9.37,29.4,1335.0
5.7,9.37,29.4,1314.5
6.2,9.38,29.5,1294.3
5.3,9.38,29.5,1314.5
5.2,9.37,29.4,1335.0
7.6,9.39,29.5,1279.4
7.4,9.38,29.4,1279.4
4.4,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
7.2,9.8,30.7,213.9
5.9,9.38,29.4,1279.4
5.9,9.38,29.5,1299.4
4.3,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
9.7,9.62,29.8,551.4
3.9,9.37,29.5,1345.3
5.1,9.37,29.5,1324.7
3.9,9.37,29.5,1345.3
7.2,9.39,29.5,1284.4
9.8,9.66,29.8,440.0
4.4,9.37,29.5,1340.1
7.9,9.39,29.5,1284.4
6.3,9.39,29.5,1279.4
7.8,9.38,29.4,1284.4
4.6,9.37,29.5,1345.3
3.9,9.37,29.5,1345.3
6.4,9.39,29.5,1279.4
5.1,9.37,29.4,1324.7
7.9,9.38,29.4,1279.4
6.7,9.39,29.5,1274.5
4.6,9.37,29.5,1340.1
4.9,9.38,29.4,1304.4
4.0,9.37,29.5,1345.3
7.8,9.38,29.4,1284.4
7.1,9.39,29.5,1274.5
4.5,9.37,29.4,1324.7
6.3,9.39,29.5,1279.4
4.2,9.37,29.5,1345.3
5.0,9.37,29.4,1335.0
5.0,9.38,29.5,1319.6
6.3,9.38,29.4,1274.5
5.0,9.37,29.5,1329.8
4.4,9.37,29.5,1345.3
5.2,9.36,29.5,1371.4
6.7,9.38,29.4,1274.5
4.3,9.37,29.5,1340.1
9.4,9.58,29.6,650.9
4.3,9.37,29.4,1329.8
4.3,9.37,29.5,1345.3
4.0,9.37,29.5,1345.3
6.2,9.39,29.5,1284.4
4.0,9.37,29.5,1345.3
4.8,9.36,29.5,1366.2
6.3,9.39,29.5,1279.4
4.2,9.37,29.4,1340.1
6.2,9.38,29.4,1289.3
5.9,9.38,29.4,1299.4
7.9,9.38,29.4,1284.4
6.3,9.39,29.5,1279.4
9.9,9.78,30.6,213.9
4.4,9.37,29.5,1345.3
5.3,9.38,29.5,1314.5
5.2,9.37,29.5,1345.3
7.7,9.38,29.4,1279.4
7.6,9.39,29.5,1279.4
7.7,9.39,29.5,1284.4
5.0,9.38,29.5,1319.6
7.4,9.38,29.4,1284.4
4.3,9.37,29.5,1345.3
6.2,9.38,29.5,1294.3
6.3,9.39,29.5,1279.4
4.3,9.37,29.5,1345.3
3.2,9.38,29.6,1309.4
4.5,9.37,29.5,1345.3
5.0,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
4.8,9.36,29.5,1376.7
6.7,9.39,29.5,1274.5
4.6,9.37,29.6,1350.5
5.2,9.37,29.4,1335.0
6.4,9.38,29.4,1274.5
4.9,9.36,29.4,1350.5
4.6,9.37,29.5,1340.1
6.2,9.38,29.5,1289.3
4.3,9.37,29.5,1345.3
4.9,9.37,29.5,1340.1
6.0,9.38,29.5,1299.4
5.9,9.38,29.4,1299.4
