ph_value,do_value,temp_value,salinity_value
8.9,9.6,29.6,570.3
9.0,9.67,29.5,300.7
8.9,9.68,29.6,311.0
8.7,9.68,29.5,293.8
9.0,9.65,29.5,369.7
9.1,9.68,29.6,307.6
9.2,9.65,29.5,390.0
9.1,9.66,29.6,348.0
8.8,9.64,29.6,444.0
9.3,9.67,29.6,316.3
9.0,9.66,29.6,367.8
8.8,9.62,29.6,495.7
9.2,9.65,29.6,397.5
9.0,9.63,29.6,468.3
8.8,9.66,29.5,358.8
8.4,9.68,29.5,290.4
8.3,9.54,29.8,832.9
8.8,9.68,29.5,286.9
9.1,9.66,29.6,348.0
9.1,9.67,29.5,321.5
8.7,9.68,29.5,285.2
8.6,9.68,29.5,292.1
9.1,9.67,29.5,325.0
9.0,9.61,29.6,549.1
8.8,9.63,29.5,444.0
8.8,9.66,29.6,378.8
9.1,9.65,29.6,410.8
9.2,9.66,29.5,362.4
9.2,9.65,29.5,395.6
8.8,9.68,29.5,288.6
8.9,9.6,29.7,604.4
8.6,9.68,29.5,288.6
8.8,9.65,29.6,395.6
9.0,9.68,29.5,295.5
9.0,9.65,29.6,384.4
8.9,9.66,29.6,357.0
9.0,9.61,29.6,524.1
8.9,9.67,29.5,326.8
9.1,9.67,29.5,323.2
8.9,9.65,29.5,382.5
8.9,9.64,29.6,444.0
8.9,9.66,29.6,348.0
9.0,9.66,29.5,348.0
8.7,9.64,29.6,438.0
9.2,9.65,29.5,395.6
8.8,9.64,29.6,436.0
9.3,9.67,29.5,319.8
8.9,9.68,29.5,286.9
9.0,9.67,29.5,305.9
8.8,9.68,29.6,307.6
8.8,9.68,29.5,293.8
8.9,9.67,29.6,318.0
9.0,9.67,29.5,305.9
9.2,9.66,29.6,364.2
9.1,9.67,29.5,323.2
8.9,9.68,29.5,290.4
9.1,9.67,29.5,328.5
8.9,9.6,29.6,570.3
8.8,9.65,29.6,412.7
9.0,9.66,29.5,337.3
8.8,9.62,29.5,489.3
9.2,9.68,29.5,293.8
9.1,9.67,29.5,325.0
8.8,9.61,29.6,542.2
9.1,9.63,29.6,478.7
9.0,9.62,29.6,497.8
9.2,9.66,29.5,342.6
9.3,9.66,29.6,357.0
9.2,9.66,29.5,337.3
9.2,9.62,29.6,502.1
9.2,9.62,29.6,497.8
9.1,9.63,29.6,458.1
9.3,9.67,29.6,319.8
9.2,9.67,29.6,344.4
8.9,9.68,29.5,293.8
8.8,9.66,29.6,358.8
9.2,9.67,29.5,302.4
9.2,9.67,29.5,305.9
9.1,9.65,29.6,399.4
9.2,9.65,29.6,397.5
9.3,9.63,29.6,482.9
9.1,9.61,29.6,563.2
8.7,9.52,29.8,891.3
9.1,9.68,29.5,285.2
9.0,9.67,29.6,318.0
9.1,9.67,29.5,311.0
9.0,9.68,29.5,288.6
9.0,9.61,29.6,544.5
9.0,9.66,29.5,362.4
8.8,9.67,29.6,342.6
9.0,9.65,29.6,391.8
9.0,9.66,29.6,367.8
9.0,9.63,29.5,462.2
9.0,9.61,29.6,546.8
8.9,9.68,29.5,288.6
8.9,9.68,29.5,292.1
8.9,9.66,29.5,348.0
9.1,9.64,29.6,440.0
8.9,9.68,29.5,286.9
9.1,9.63,29.6,474.5
9.2,9.63,29.6,462.2
8.9,9.63,29.5,444.0
9.0,9.67,29.5,297.2
9.0,9.66,29.6,367.8
9.3,9.66,29.5,357.0
9.1,9.67,29.5,326.8
9.3,9.67,29.6,342.6
9.1,9.67,29.5,316.3
8.8,9.64,29.6,442.0
9.3,9.67,29.5,309.3
8.6,9.68,29.5,290.4
9.1,9.67,29.6,316.3
8.6,9.68,29.5,288.6
9.1,9.61,29.6,546.8
8.4,9.54,29.8,829.6
9.1,9.63,29.6,474.5
9.0,9.61,29.6,519.7
9.1,9.68,29.5,292.1
9.1,9.67,29.5,326.8
9.2,9.65,29.6,399.4
8.9,9.64,29.6,446.0
9.1,9.68,29.5,286.9
9.3,9.66,29.5,333.8
9.0,9.67,29.5,307.6
8.8,9.68,29.6,304.1
8.9,9.64,29.5,408.8
8.9,9.67,29.6,323.2
9.0,9.66,29.5,344.4
9.0,9.65,29.6,382.5
9.3,9.67,29.5,316.3
9.0,9.66,29.6,360.6
9.1,9.65,29.5,369.7
8.9,9.68,29.6,309.3
9.0,9.66,29.6,369.7
9.2,9.64,29.6,446.0
8.8,9.63,29.6,470.4
9.0,9.63,29.6,470.4
9.1,9.67,29.5,312.8
9.0,9.65,29.6,414.6
8.9,9.67,29.5,316.3
9.1,9.64,29.6,444.0
8.8,9.68,29.5,293.8
9.0,9.67,29.6,340.9
8.9,9.68,29.5,293.8
9.1,9.66,29.5,339.1
8.6,9.68,29.5,288.6
8.8,9.62,29.6,513.0
9.3,9.67,29.6,318.0
8.5,9.55,29.7,781.1
8.6,9.68,29.5,290.4
8.8,9.68,29.5,286.9
8.8,9.68,29.5,285.2
8.9,9.67,29.5,326.8
8.7,9.63,29.5,442.0
9.0,9.63,29.5,434.0
8.8,9.64,29.5,420.4
8.7,9.68,29.5,293.8
9.1,9.67,29.5,323.2
9.0,9.68,29.5,292.1
9.3,9.67,29.5,305.9
9.0,9.63,29.6,466.3
8.8,9.63,29.6,466.3
9.2,9.67,29.5,302.4
9.0,9.63,29.6,468.3
9.2,9.65,29.5,367.8
9.2,9.63,29.5,466.3
9.2,9.66,29.5,340.9
8.9,9.63,29.5,444.0
9.2,9.67,29.6,340.9
9.0,9.67,29.5,316.3
9.3,9.63,29.6,480.8
9.0,9.59,29.6,602.0
8.8,9.66,29.5,358.8
8.9,9.66,29.6,351.6
9.0,9.63,29.6,470.4
9.0,9.66,29.5,340.9
8.5,9.68,29.5,290.4
8.9,9.67,29.5,305.9
9.0,9.62,29.6,491.4
8.8,9.65,29.5,382.5
9.0,9.63,29.6,460.1
9.0,9.61,29.6,535.4
8.9,9.67,29.5,312.8
9.0,9.66,29.5,342.6
9.1,9.67,29.5,328.5
9.1,9.65,29.6,395.6
9.0,9.62,29.5,472.5
9.3,9.63,29.6,478.7
9.0,9.67,29.5,302.4
8.8,9.65,29.6,390.0
8.8,9.65,29.6,390.0
8.9,9.66,29.6,373.3
8.8,9.68,29.5,295.5
9.0,9.67,29.6,337.3
8.4,9.52,29.8,884.3
9.1,9.66,29.5,355.2
9.3,9.65,29.6,380.7
9.2,9.67,29.5,300.7
9.1,9.62,29.6,485.0
9.0,9.66,29.6,369.7
8.4,9.54,29.8,829.6
8.8,9.67,29.5,305.9
9.0,9.64,29.6,430.1
9.0,9.66,29.5,364.2
9.0,9.66,29.5,362.4
9.0,9.65,29.6,382.5
8.8,9.65,29.6,388.1
8.9,9.61,29.6,565.5
8.5,9.68,29.5,288.6
9.2,9.67,29.5,309.3
9.0,9.67,29.5,297.2
9.0,9.61,29.6,530.9
9.1,9.67,29.6,319.8
9.2,9.68,29.5,293.8
8.7,9.68,29.5,292.1
8.8,9.65,29.6,393.7
9.2,9.68,29.6,293.8
9.3,9.67,29.5,307.6
8.9,9.67,29.6,340.9
9.2,9.66,29.6,364.2
9.0,9.67,29.6,316.3
9.2,9.62,29.6,495.7
8.9,9.68,29.5,290.4
8.7,9.6,29.6,577.5
8.8,9.68,29.6,304.1
9.1,9.67,29.5,307.6
8.8,9.64,29.5,414.6
8.6,9.68,29.5,288.6
9.1,9.62,29.6,513.0
9.1,9.68,29.5,285.2
9.2,9.65,29.5,388.1
8.9,9.67,29.5,326.8
8.9,9.68,29.5,292.1
9.0,9.64,29.6,422.3
9.1,9.66,29.6,371.5
9.1,9.68,29.5,293.8
9.0,9.61,29.6,528.6
8.9,9.68,29.5,292.1
9.0,9.68,29.5,293.8
9.0,9.65,29.6,384.4
9.1,9.68,29.5,285.2
9.0,9.68,29.5,295.5
8.8,9.61,29.6,524.1
9.2,9.67,29.5,304.1
9.0,9.63,29.5,452.0
9.1,9.65,29.6,401.2
8.9,9.65,29.6,408.8
9.2,9.68,29.5,292.1
8.9,9.68,29.5,290.4
8.8,9.65,29.5,393.7
8.8,9.64,29.6,422.3
8.9,9.65,29.5,397.5
8.8,9.68,29.5,288.6
9.0,9.65,29.6,386.2
9.1,9.66,29.5,335.6
8.8,9.68,29.5,286.9
9.0,9.64,29.6,424.3
9.0,9.64,29.6,426.2
8.9,9.67,29.5,307.6
8.8,9.65,29.6,414.6
8.8,9.68,29.5,295.5
8.7,9.68,29.5,293.8
8.8,9.64,29.6,442.0
